message_id,label,date,word_count,sentence_count,char_count,avg_sentence_length,flesch_kincaid_grade
2036,ham,2000-11-14,152,3,808,50.666666666666664,20.084473684210526
2037,ham,2000-11-14,321,14,1872,22.928571428571427,10.603750000000002
2038,ham,2000-11-14,235,13,1412,18.076923076923077,8.918989361702128
2039,ham,2000-11-15,151,5,873,30.2,13.102
2040,ham,2000-11-15,468,26,2638,18.0,8.144788543897217
2041,ham,2000-11-15,99,6,516,16.5,9.438257575757579
2042,ham,2000-11-15,129,7,725,18.428571428571427,10.906627906976748
2043,ham,2000-11-15,589,47,3424,12.53191489361702,6.878437443088689
2044,ham,2000-11-15,223,29,1200,7.689655172413793,4.30229386892178
2045,ham,2000-11-15,16,3,97,5.333333333333333,2.280000000000001
2046,ham,2000-11-15,21,3,106,7.0,5.362142857142857
2047,ham,2000-11-15,22,3,134,7.333333333333333,3.7181818181818187
2048,ham,2000-11-15,204,4,1164,51.0,19.368
2049,ham,2000-11-15,86,5,613,17.2,10.769418604651161
2050,ham,2000-11-16,187,9,1082,20.77777777777778,10.540870893812073
2051,ham,2000-11-16,143,6,876,23.833333333333332,10.538566433566434
2052,ham,2000-11-16,29,3,149,9.666666666666666,9.961379310344828
2053,ham,2000-11-16,1246,95,8230,13.115789473684211,7.307888867799182
2054,ham,2000-11-16,17,3,95,5.666666666666667,3.9729411764705915
2055,ham,2000-11-16,717,23,4180,31.17391304347826,14.324095904095909
2056,ham,2000-11-16,480,13,3169,36.92307692307692,14.866430062630482
2057,ham,2000-11-16,27,4,189,6.75,11.526851851851855
2058,ham,2000-11-17,172,10,969,17.2,9.671744186046514
2059,ham,2000-11-17,84,4,480,21.0,9.87857142857143
2060,ham,2000-11-17,112,5,604,22.4,8.844214285714283
2061,ham,2000-11-17,181,10,1066,18.1,10.205984848484853
2062,ham,2000-11-17,74,4,544,18.5,12.846216216216217
2063,ham,2000-11-17,16,3,96,5.333333333333333,2.280000000000001
2064,ham,2000-11-17,48,6,276,8.0,6.3159042553191505
2065,ham,2000-11-17,17,3,95,5.666666666666667,3.9729411764705915
2066,ham,2000-11-17,22,3,134,7.333333333333333,3.7181818181818187
2067,ham,2000-11-17,142,6,846,23.666666666666668,19.812340425531918
2068,ham,2000-11-19,174,18,1042,9.666666666666666,4.745442866801895
2069,ham,2000-11-20,104,8,706,13.0,6.5427472527472545
2070,ham,2000-11-20,128,6,821,21.333333333333332,9.017755905511816
2071,ham,2000-11-20,15,3,88,5.0,1.495000000000001
2072,ham,2000-11-20,42,6,238,7.0,4.824095238095239
2073,ham,2000-11-20,109,5,751,21.8,11.423926605504587
2074,ham,2000-11-20,43,4,217,10.75,4.269767441860466
2075,ham,2000-11-21,252,11,1505,22.90909090909091,9.528214415067005
2076,ham,2000-11-21,322,12,1932,26.833333333333332,11.09047507788162
2077,ham,2000-11-21,121,7,678,17.285714285714285,10.350823529411766
2078,ham,2000-11-21,53,5,307,10.6,6.355320754716985
2079,ham,2000-11-21,27,3,150,9.0,4.582307692307694
2080,ham,2000-11-21,34,3,214,11.333333333333334,9.434117647058823
2081,ham,2000-11-21,131,13,689,10.076923076923077,4.250706106870229
2082,ham,2000-11-21,43,3,248,14.333333333333334,7.013953488372092
2083,ham,2000-11-21,376,30,2127,12.533333333333333,5.957133333333335
2084,ham,2000-11-21,57,4,287,14.25,5.0797807017543875
2085,ham,2000-11-21,16,3,96,5.333333333333333,2.280000000000001
2086,ham,2000-11-21,17,3,95,5.666666666666667,3.9729411764705915
2087,ham,2000-11-21,131,13,689,10.076923076923077,4.250706106870229
2088,ham,2000-11-21,43,3,248,14.333333333333334,7.013953488372092
2089,ham,2000-11-21,376,30,2127,12.533333333333333,5.957133333333335
2090,ham,2000-11-21,57,4,287,14.25,5.0797807017543875
2091,ham,2000-11-21,180,12,1276,15.0,12.130555555555556
2092,ham,2000-11-22,331,13,1917,25.46153846153846,10.365151515151513
2093,ham,2000-11-22,172,5,1046,34.4,13.810883720930232
2094,ham,2000-11-22,337,22,1993,15.318181818181818,8.975572072072072
2095,ham,2000-11-22,49,5,324,9.8,10.286122448979594
2096,ham,2000-11-22,85,9,548,9.444444444444445,7.886890756302524
2097,ham,2000-11-22,15,3,88,5.0,1.495000000000001
2098,ham,2000-11-22,16,3,91,5.333333333333333,4.190000000000001
2099,ham,2000-11-22,331,13,1917,25.46153846153846,10.365151515151513
2100,ham,2000-11-22,172,5,1046,34.4,13.810883720930232
2101,ham,2000-11-24,62,8,338,7.75,6.593333333333334
2102,ham,2000-11-27,72,5,386,14.4,6.835555555555558
2103,ham,2000-11-27,59,4,425,14.75,8.280000000000001
2104,ham,2000-11-27,60,3,439,20.0,12.826666666666672
2105,ham,2000-11-27,63,3,342,21.0,9.408709677419356
2106,ham,2000-11-27,60,5,373,12.0,10.393650793650796
2107,ham,2000-11-27,151,5,1013,30.2,15.679914965986395
2108,ham,2000-11-27,182,14,995,13.0,5.94912087912088
2109,ham,2000-11-27,7,2,40,3.5,2.3114285714285714
2110,ham,2000-11-27,37,2,231,18.5,12.35472972972973
2111,ham,2000-11-27,30,7,186,4.285714285714286,2.486666666666668
2112,ham,2000-11-27,15,3,88,5.0,1.495000000000001
2113,ham,2000-11-27,66,9,365,7.333333333333333,4.076060606060608
2114,ham,2000-11-27,220,14,1286,15.714285714285714,7.4227272727272755
2115,ham,2000-11-27,182,14,995,13.0,5.94912087912088
2116,ham,2000-11-27,7,2,40,3.5,2.3114285714285714
2117,ham,2000-11-27,394,37,2205,10.64864864864865,6.247796255906945
2118,ham,2000-11-27,115,8,778,14.375,9.225869565217394
2119,ham,2000-11-27,234,3,1496,78.0,32.12145922746781
2120,ham,2000-11-27,74,3,426,24.666666666666668,11.842465753424658
2121,ham,2000-11-28,35,1,287,35.0,15.928571428571427
2122,ham,2000-11-28,16,4,86,4.0,0.06750000000000256
2123,ham,2000-11-28,17,3,96,5.666666666666667,3.9729411764705915
2124,ham,2000-11-28,200,10,1414,20.0,12.155000000000001
2125,ham,2000-11-28,73,6,559,12.166666666666666,9.80337837837838
2126,ham,2000-11-29,82,4,577,20.5,13.441234567901237
2127,ham,2000-11-29,72,8,413,9.0,6.462222222222223
2128,ham,2000-11-29,45,5,233,9.0,2.342222222222226
2129,ham,2000-11-29,43,4,214,10.75,7.339186046511628
2130,ham,2000-11-29,15,4,86,3.75,0.5199999999999996
2131,ham,2000-11-29,17,4,93,4.25,3.4204411764705895
2132,ham,2000-11-29,39,1,223,39.0,15.655897435897437
2133,ham,2000-11-29,216,13,1293,16.615384615384617,10.79749893299189
2134,ham,2000-11-29,383,4,2526,95.75,39.200549738219905
2135,ham,2000-11-30,81,4,462,20.25,8.140000000000004
2136,ham,2000-11-30,70,4,410,17.5,8.092142857142857
2137,ham,2000-11-30,16,3,95,5.333333333333333,2.280000000000001
2138,ham,2000-11-30,17,3,95,5.666666666666667,3.9729411764705915
2139,ham,2000-11-30,16,3,95,5.333333333333333,2.280000000000001
2140,ham,2000-11-30,191,10,1316,19.1,8.728596491228071
2141,ham,2000-11-30,81,4,462,20.25,8.140000000000004
2142,ham,2000-11-30,68,4,369,17.0,8.867647058823533
2143,ham,2000-12-01,65,15,495,4.333333333333333,5.6434615384615405
2144,ham,2000-12-01,15,3,87,5.0,1.495000000000001
2145,ham,2000-12-01,14,2,77,7.0,4.840000000000003
2146,ham,2000-12-01,106,11,577,9.636363636363637,3.9062641509433966
2147,ham,2000-12-01,10,2,66,5.0,8.370000000000001
2148,ham,2000-12-01,58,5,331,11.6,7.818965517241381
2149,ham,2000-12-03,30,3,192,10.0,9.533333333333335
2150,ham,2000-12-04,305,13,1828,23.46153846153846,10.752814569536426
2151,ham,2000-12-04,91,5,498,18.2,8.453928571428573
2152,ham,2000-12-04,213,17,1191,12.529411764705882,5.339924528301886
2153,ham,2000-12-04,44,7,249,6.285714285714286,3.220519480519485
2154,ham,2000-12-04,38,3,216,12.666666666666666,7.981578947368423
2155,ham,2000-12-04,15,3,87,5.0,1.495000000000001
2156,ham,2000-12-04,213,17,1191,12.529411764705882,5.339924528301886
2157,ham,2000-12-04,58,8,426,7.25,6.190000000000001
2158,ham,2000-12-04,9,2,55,4.5,4.964444444444446
2159,ham,2000-12-05,211,10,1265,21.1,11.648571428571433
2160,ham,2000-12-05,120,8,723,15.0,9.384285714285717
2161,ham,2000-12-05,72,6,466,12.0,8.21766666666667
2162,ham,2000-12-05,43,4,251,10.75,8.38604651162791
2163,ham,2000-12-05,108,15,616,7.2,4.084010195412066
2164,ham,2000-12-05,15,3,87,5.0,1.495000000000001
2165,ham,2000-12-05,16,3,91,5.333333333333333,3.452500000000004
2166,ham,2000-12-05,37,1,199,37.0,13.82918918918919
2167,ham,2000-12-05,20,2,113,10.0,7.550000000000001
2168,ham,2000-12-05,72,6,466,12.0,8.21766666666667
2169,ham,2000-12-05,43,4,251,10.75,8.38604651162791
2170,ham,2000-12-05,27,3,158,9.0,7.593518518518522
2171,ham,2000-12-05,100,7,525,14.285714285714286,7.077999999999999
2172,ham,2000-12-05,45,6,232,7.5,3.4819444444444443
2173,ham,2000-12-06,84,5,475,16.8,8.614285714285717
2174,ham,2000-12-06,184,11,1209,16.727272727272727,8.883824175824177
2175,ham,2000-12-06,22,4,116,5.5,3.8972727272727283
2176,ham,2000-12-06,16,4,89,4.0,-0.23499999999999943
2177,ham,2000-12-06,184,11,1209,16.727272727272727,8.883824175824177
2178,ham,2000-12-07,110,7,518,15.714285714285714,7.364545454545457
2179,ham,2000-12-07,202,15,1216,13.466666666666667,6.9777369165488
2180,ham,2000-12-07,180,16,898,11.25,3.7744444444444447
2181,ham,2000-12-07,15,5,87,3.0,-0.07833333333333137
2182,ham,2000-12-07,20,3,102,6.666666666666667,4.830000000000002
2183,ham,2000-12-07,109,6,805,18.166666666666668,11.856954128440368
2184,ham,2000-12-07,205,9,1351,22.77777777777778,12.477896341463417
2185,ham,2000-12-07,180,16,898,11.25,3.7744444444444447
2186,ham,2000-12-08,28,3,133,9.333333333333334,3.2162962962962993
2187,ham,2000-12-08,28,5,148,5.6,3.1542857142857166
2188,ham,2000-12-08,15,3,87,5.0,1.495000000000001
2189,ham,2000-12-08,28,3,133,9.333333333333334,3.2162962962962993
2190,ham,2000-12-11,96,8,534,12.0,5.737738095238097
2191,ham,2000-12-11,50,5,269,10.0,7.637142857142859
2192,ham,2000-12-11,120,15,724,8.0,7.514565826330532
2193,ham,2000-12-11,22,2,126,11.0,5.863636363636363
2194,ham,2000-12-11,67,4,352,16.75,5.2081716417910435
2195,ham,2000-12-11,212,4,1125,53.0,19.16207547169812
2196,ham,2000-12-11,377,23,2192,16.391304347826086,7.420393939393943
2197,ham,2000-12-11,15,3,88,5.0,1.495000000000001
2198,ham,2000-12-11,54,8,294,6.75,3.649907407407408
2199,ham,2000-12-11,30,3,192,10.0,9.533333333333335
2200,ham,2000-12-12,66,5,360,13.2,15.15878787878788
2201,ham,2000-12-12,52,4,272,13.0,7.5084615384615425
2202,ham,2000-12-12,24,2,151,12.0,8.265
2203,ham,2000-12-12,402,13,2288,30.923076923076923,11.939154228855724
2204,ham,2000-12-12,231,19,1291,12.157894736842104,4.931922587216707
2205,ham,2000-12-12,626,44,4292,14.227272727272727,7.101202090592334
2206,ham,2000-12-12,40,4,289,10.0,9.025000000000002
2207,ham,2000-12-12,43,4,307,10.75,10.019047619047623
2208,ham,2000-12-12,15,3,88,5.0,1.495000000000001
2209,ham,2000-12-12,24,4,127,6.0,4.24666666666667
2210,ham,2000-12-12,231,19,1291,12.157894736842104,4.931922587216707
2211,ham,2000-12-12,205,11,1201,18.636363636363637,10.097694013303773
2212,ham,2000-12-13,204,17,1432,12.0,8.981960784313728
2213,ham,2000-12-13,203,11,1087,18.454545454545453,6.858751696065131
2214,ham,2000-12-13,69,6,371,11.5,6.364060606060608
2215,ham,2000-12-13,444,22,2897,20.181818181818183,10.408638009049778
2216,ham,2000-12-13,169,12,1052,14.083333333333334,8.558030303030307
2217,ham,2000-12-13,34,3,170,11.333333333333334,12.593529411764706
2218,ham,2000-12-13,15,4,85,3.75,-1.053333333333331
2219,ham,2000-12-13,21,3,108,7.0,5.362142857142857
2220,ham,2000-12-13,169,12,1052,14.083333333333334,8.558030303030307
2221,ham,2000-12-13,34,3,170,11.333333333333334,12.593529411764706
2222,ham,2000-12-14,422,26,2252,16.23076923076923,6.090714285714288
2223,ham,2000-12-14,1051,47,5552,22.361702127659573,10.244352178203865
2224,ham,2000-12-14,190,16,1103,11.875,6.989671052631582
2225,ham,2000-12-14,67,5,412,13.4,7.776298507462688
2226,ham,2000-12-14,67,5,407,13.4,7.247940298507466
2227,ham,2000-12-14,484,32,2676,15.125,6.411215366082185
2228,ham,2000-12-14,580,39,3196,14.871794871794872,6.3037658487640265
2229,ham,2000-12-14,15,4,85,3.75,-1.053333333333331
2230,ham,2000-12-14,21,3,107,7.0,5.362142857142857
2231,ham,2000-12-15,137,9,760,15.222222222222221,11.644117647058824
2232,ham,2000-12-15,656,33,3523,19.87878787878788,8.681374613003097
2233,ham,2000-12-15,26,6,152,4.333333333333333,0.053384615384615586
2234,ham,2000-12-15,35,6,210,5.833333333333333,2.6485714285714295
2235,ham,2000-12-15,15,4,85,3.75,-1.053333333333331
2236,ham,2000-12-15,14,2,76,7.0,4.840000000000003
2237,ham,2000-12-15,37,2,187,18.5,7.570945945945947
2238,ham,2000-12-18,100,5,604,20.0,9.438000000000002
2239,ham,2000-12-18,71,6,417,11.833333333333334,11.921690140845072
2240,ham,2000-12-18,16,3,96,5.333333333333333,2.280000000000001
2241,ham,2000-12-18,51,7,276,7.285714285714286,3.9102521008403386
2242,ham,2000-12-19,37,1,184,37.0,14.838888888888892
2243,ham,2000-12-19,742,38,4011,19.526315789473685,8.34826541764247
2244,ham,2000-12-19,49,5,263,9.8,2.680979591836735
2245,ham,2000-12-19,126,7,711,18.0,6.414126984126984
2246,ham,2000-12-19,239,5,1171,47.8,17.798369747899162
2247,ham,2000-12-19,90,5,552,18.0,9.11829213483146
2248,ham,2000-12-19,246,12,1447,20.5,8.04239837398374
2249,ham,2000-12-19,117,6,698,19.5,9.751724137931035
2250,ham,2000-12-19,244,17,1287,14.352941176470589,6.181049180327868
2251,ham,2000-12-19,576,60,3238,9.6,5.889777874564462
2252,ham,2000-12-19,37,2,229,18.5,12.673648648648651
2253,ham,2000-12-19,16,3,96,5.333333333333333,2.280000000000001
2254,ham,2000-12-19,14,2,76,7.0,4.840000000000003
2255,ham,2000-12-19,130,1,779,130.0,50.722307692307695
2256,ham,2000-12-19,62,1,314,62.0,24.19645161290323
2257,ham,2000-12-20,544,26,3338,20.923076923076923,11.594299516908212
2258,ham,2000-12-20,178,10,900,17.8,6.779666666666667
2259,ham,2000-12-20,18,1,78,18.0,6.310588235294119
2260,ham,2000-12-20,42,3,207,14.0,5.540000000000003
2261,ham,2000-12-20,269,11,1468,24.454545454545453,9.91906026557712
2262,ham,2000-12-20,270,11,1482,24.545454545454547,10.046157485637043
2263,ham,2000-12-20,359,12,2038,29.916666666666668,12.340791316526616
2264,ham,2000-12-20,267,11,1464,24.272727272727273,9.899555707450443
2265,ham,2000-12-20,48,2,274,24.0,20.830000000000002
2266,ham,2000-12-20,130,9,834,14.444444444444445,7.5398076923076935
2267,ham,2000-12-20,15,3,88,5.0,1.495000000000001
2268,ham,2000-12-20,17,3,96,5.666666666666667,3.9729411764705915
2269,ham,2000-12-20,65,4,366,16.25,6.7228846153846185
2270,ham,2000-12-20,87,3,440,29.0,15.175348837209302
2271,ham,2000-12-21,274,12,1676,22.833333333333332,8.344927007299269
2272,ham,2000-12-21,125,6,642,20.833333333333332,9.212645161290322
2273,ham,2000-12-21,137,5,797,27.4,11.805489051094892
2274,ham,2000-12-21,841,40,4550,21.025,8.962100870472405
2275,ham,2000-12-21,49,5,322,9.8,10.76775510204082
2276,ham,2000-12-21,17,3,95,5.666666666666667,3.9729411764705915
2277,ham,2000-12-21,15,3,88,5.0,1.495000000000001
2278,ham,2000-12-21,20,2,127,10.0,6.600000000000005
2279,ham,2000-12-21,73,6,543,12.166666666666666,9.46996575342466
2280,ham,2000-12-22,439,76,2125,5.776315789473684,-0.1421450800474826
2281,ham,2000-12-22,98,6,606,16.333333333333332,8.35417525773196
2282,ham,2000-12-22,86,7,506,12.285714285714286,6.221008403361342
2283,ham,2000-12-26,781,51,3843,15.313725490196079,4.745068548387099
2284,ham,2000-12-26,98,1,642,98.0,38.60105263157895
2285,ham,2000-12-26,113,5,729,22.6,11.508915929203543
2286,ham,2000-12-26,40,7,223,5.714285714285714,3.460000000000001
2287,ham,2000-12-26,15,3,88,5.0,1.495000000000001
2288,ham,2000-12-26,67,16,357,4.1875,1.0132742537313462
2289,ham,2000-12-27,293,14,1928,20.928571428571427,13.403054187192119
2290,ham,2000-12-27,192,7,1040,27.428571428571427,10.471726190476193
2291,ham,2000-12-27,116,6,704,19.333333333333332,9.738913043478263
2292,ham,2000-12-27,78,14,403,5.571428571428571,1.8498135198135195
2293,ham,2000-12-27,15,5,87,3.0,-0.07833333333333137
2294,ham,2000-12-27,26,6,137,4.333333333333333,1.8687692307692316
2295,ham,2000-12-27,55,9,423,6.111111111111111,5.210385964912284
2296,ham,2000-12-27,61,9,457,6.777777777777778,5.993841269841273
2297,ham,2000-12-28,98,6,581,16.333333333333332,9.858474226804123
2298,ham,2000-12-28,170,10,944,17.0,8.370746987951808
2299,ham,2000-12-28,117,5,706,23.4,10.580444444444442
2300,ham,2000-12-28,136,5,804,27.2,11.676823529411767
2301,ham,2000-12-28,102,6,621,17.0,8.149257425742572
2302,ham,2000-12-28,223,12,1196,18.583333333333332,8.032058703628213
2303,ham,2000-12-28,169,5,967,33.8,13.30205917159763
2304,ham,2000-12-28,15,5,88,3.0,-0.07833333333333137
2305,ham,2000-12-28,27,6,139,4.5,1.8122962962962994
2306,ham,2000-12-28,92,6,484,15.333333333333334,6.166086956521742
2307,ham,2000-12-28,135,9,789,15.0,8.366363636363637
2308,ham,2000-12-28,50,3,413,16.666666666666668,11.860000000000003
2309,ham,2000-12-28,106,7,705,15.142857142857142,9.323846153846159
2310,ham,2000-12-29,671,63,3871,10.65079365079365,6.1234907236437195
2311,ham,2000-12-29,29,7,170,4.142857142857143,-1.091206896551725
2312,ham,2000-12-29,27,6,139,4.5,1.8122962962962994
2313,ham,2001-01-01,13,2,70,6.5,2.187692307692309
2314,ham,2001-01-01,72,8,498,9.0,8.482500000000002
2315,ham,2001-01-01,228,13,1455,17.53846153846154,11.886222222222223
2316,ham,2001-01-02,86,9,449,9.555555555555555,4.378809523809526
2317,ham,2001-01-02,43,8,214,5.375,0.9259302325581409
2318,ham,2001-01-02,61,7,318,8.714285714285714,3.6761967213114772
2319,ham,2001-01-02,123,10,693,12.3,8.627084785133565
2320,ham,2001-01-02,84,9,491,9.333333333333334,2.388780120481929
2321,ham,2001-01-02,15,3,87,5.0,2.2816666666666663
2322,ham,2001-01-02,65,8,347,8.125,5.277582417582419
2323,ham,2001-01-02,13,1,96,13.0,11.264615384615386
2324,ham,2001-01-02,145,8,979,18.125,11.065780141843977
2325,ham,2001-01-03,92,8,551,11.5,6.628611111111113
2326,ham,2001-01-03,15,3,86,5.0,2.2816666666666663
2327,ham,2001-01-03,85,6,433,14.166666666666666,6.664722891566267
2328,ham,2001-01-03,106,6,667,17.666666666666668,9.210384615384616
2329,ham,2001-01-03,88,10,483,8.8,7.633090909090914
2330,ham,2001-01-03,38,6,202,6.333333333333333,3.0202631578947354
2331,ham,2001-01-03,19,3,97,6.333333333333333,6.125526315789475
2332,ham,2001-01-04,57,3,342,19.0,7.967368421052633
2333,ham,2001-01-04,248,21,1466,11.80952380952381,8.041334289813488
2334,ham,2001-01-04,15,3,86,5.0,2.2816666666666663
2335,ham,2001-01-04,19,3,96,6.333333333333333,6.125526315789475
2336,ham,2001-01-05,64,7,332,9.142857142857142,5.042774193548386
2337,ham,2001-01-05,58,8,294,7.25,2.6062280701754403
2338,ham,2001-01-05,131,13,679,10.076923076923077,2.3792307692307695
2339,ham,2001-01-05,284,29,1570,9.793103448275861,4.3357540636042415
2340,ham,2001-01-05,216,17,1350,12.705882352941176,10.179069767441863
2341,ham,2001-01-05,15,3,87,5.0,2.2816666666666663
2342,ham,2001-01-05,53,3,358,17.666666666666668,13.669528301886796
2343,ham,2001-01-05,42,3,216,14.0,9.738095238095237
2344,ham,2001-01-06,38,6,213,6.333333333333333,5.292222222222225
2345,ham,2001-01-08,281,17,1845,16.529411764705884,8.414582581227439
2346,ham,2001-01-08,80,5,496,16.0,8.346683544303797
2347,ham,2001-01-08,176,6,1010,29.333333333333332,12.5383908045977
2348,ham,2001-01-08,69,6,342,11.5,5.310626865671644
2349,ham,2001-01-08,15,3,86,5.0,2.2816666666666663
2350,ham,2001-01-08,29,3,155,9.666666666666666,9.596034482758622
2351,ham,2001-01-08,10,2,73,5.0,9.55
2352,ham,2001-01-08,4,1,35,4.0,9.57
2353,ham,2001-01-09,221,9,1376,24.555555555555557,11.756436781609196
2354,ham,2001-01-09,239,11,1374,21.727272727272727,9.341808510638298
2355,ham,2001-01-09,53,5,241,10.6,2.9359905660377343
2356,ham,2001-01-09,66,8,322,8.25,3.2841125541125535
2357,ham,2001-01-09,311,16,1859,19.4375,10.802616822429908
2358,ham,2001-01-09,352,38,2103,9.263157894736842,6.989999999999998
2359,ham,2001-01-09,15,3,87,5.0,2.2816666666666663
2360,ham,2001-01-09,11,1,72,11.0,6.936363636363637
2361,ham,2001-01-10,60,4,328,15.0,5.993333333333336
2362,ham,2001-01-10,13,1,67,13.0,2.187692307692309
2363,ham,2001-01-10,650,41,4160,15.853658536585366,9.209473684210526
2364,ham,2001-01-10,560,38,3662,14.736842105263158,8.767868187872821
2365,ham,2001-01-10,402,24,2661,16.75,9.846139097744363
2366,ham,2001-01-10,462,37,2817,12.486486486486486,8.809250374812596
2367,ham,2001-01-10,344,27,2068,12.74074074074074,8.212586644125107
2368,ham,2001-01-10,12,2,66,6.0,8.756666666666668
2369,ham,2001-01-10,15,3,87,5.0,2.2816666666666663
2370,ham,2001-01-10,147,11,757,13.363636363636363,8.09251700680272
2371,ham,2001-01-10,223,8,1221,27.875,13.32828700711054
2372,ham,2001-01-10,154,7,893,22.0,12.787679738562094
2373,ham,2001-01-10,99,6,463,16.5,6.141755102040818
2374,ham,2001-01-10,280,20,1614,14.0,7.817100840336135
2375,ham,2001-01-10,329,28,1888,11.75,6.337021276595745
2376,ham,2001-01-10,254,22,1383,11.545454545454545,6.164242125984256
2377,ham,2001-01-10,175,16,968,10.9375,5.268928571428571
2378,ham,2001-01-11,197,21,1199,9.380952380952381,6.666674669867948
2379,ham,2001-01-11,93,10,688,9.3,7.341599462365593
2380,ham,2001-01-11,93,7,708,13.285714285714286,10.1887311827957
2381,ham,2001-01-11,15,3,87,5.0,2.2816666666666663
2382,ham,2001-01-11,12,2,67,6.0,8.756666666666668
2383,ham,2001-01-11,53,4,279,13.25,7.552830188679245
2384,ham,2001-01-11,110,6,663,18.333333333333332,12.620909090909091
2385,ham,2001-01-11,82,4,496,20.5,8.953780487804877
2386,ham,2001-01-11,339,15,1788,22.6,10.787485029940125
2387,ham,2001-01-12,261,18,1665,14.5,9.493741105637657
2388,ham,2001-01-12,39,2,204,19.5,14.445641025641027
2389,ham,2001-01-12,250,7,1419,35.714285714285715,14.642465437788022
2390,ham,2001-01-12,428,41,3027,10.439024390243903,14.514396575531624
2391,ham,2001-01-12,32,5,166,6.4,1.6731612903225823
2392,ham,2001-01-12,263,27,1521,9.74074074074074,6.492338955496852
2393,ham,2001-01-12,21,6,135,3.5,0.5051190476190506
2394,ham,2001-01-12,15,3,87,5.0,2.2816666666666663
2395,ham,2001-01-12,12,2,67,6.0,8.756666666666668
2396,ham,2001-01-12,154,6,929,25.666666666666668,11.27714285714286
2397,ham,2001-01-12,228,12,1421,19.0,10.141052631578948
2398,ham,2001-01-12,728,58,5735,12.551724137931034,13.010093906093907
2399,ham,2001-01-13,50,5,281,10.0,6.298333333333332
2400,ham,2001-01-15,150,19,931,7.894736842105263,7.079459459459461
2401,ham,2001-01-15,32,4,178,8.0,8.113750000000003
2402,ham,2001-01-15,15,3,87,5.0,2.2816666666666663
2403,ham,2001-01-16,33,4,186,8.25,5.148484848484848
2404,ham,2001-01-16,35,3,186,11.666666666666666,4.790909090909089
2405,ham,2001-01-16,15,5,88,3.0,-0.07833333333333137
2406,ham,2001-01-16,15,2,85,7.5,10.713333333333338
2407,ham,2001-01-16,241,12,1625,20.083333333333332,13.86123949579832
2408,ham,2001-01-17,49,3,285,16.333333333333332,11.06295918367347
2409,ham,2001-01-17,59,8,308,7.375,2.497142857142858
2410,ham,2001-01-17,242,23,1484,10.521739130434783,9.446000000000002
2411,ham,2001-01-17,144,6,837,24.0,13.342000000000002
2412,ham,2001-01-17,15,3,87,5.0,2.2816666666666663
2413,ham,2001-01-17,12,2,67,6.0,8.756666666666668
2414,ham,2001-01-18,77,8,408,9.625,1.3429707792207815
2415,ham,2001-01-18,15,5,88,3.0,-0.07833333333333137
2416,ham,2001-01-18,12,2,67,6.0,8.756666666666668
2417,ham,2001-01-18,37,3,190,12.333333333333334,7.163333333333334
2418,ham,2001-01-18,227,25,1465,9.08,10.642822529893017
2419,ham,2001-01-18,211,18,1147,11.722222222222221,6.218095238095241
2420,ham,2001-01-19,115,11,851,10.454545454545455,9.40929347826087
2421,ham,2001-01-19,16,5,93,3.2,0.06750000000000256
2422,ham,2001-01-19,12,2,67,6.0,8.756666666666668
2423,ham,2001-01-19,44,4,247,11.0,9.080909090909092
2424,ham,2001-01-19,56,4,291,14.0,8.125714285714288
2425,ham,2001-01-19,693,23,4381,30.130434782608695,16.689340360421628
2426,ham,2001-01-20,149,9,874,16.555555555555557,11.232741312741314
2427,ham,2001-01-21,124,5,697,24.8,12.201612903225804
2428,ham,2001-01-22,81,9,530,9.0,6.169975308641977
2429,ham,2001-01-22,32,5,162,6.4,2.5824999999999996
2430,ham,2001-01-22,332,17,1799,19.529411764705884,8.50926959303359
2431,ham,2001-01-22,106,6,561,17.666666666666668,8.316904761904762
2432,ham,2001-01-22,339,29,1998,11.689655172413794,7.0271334648257735
2433,ham,2001-01-22,15,5,88,3.0,-0.07833333333333137
2434,ham,2001-01-22,32,7,172,4.571428571428571,2.715
2435,ham,2001-01-22,235,21,1579,11.19047619047619,10.438623279098874
2436,ham,2001-01-22,17,1,92,17.0,8.39294117647059
2437,ham,2001-01-23,171,16,948,10.6875,5.291390374331552
2438,ham,2001-01-23,15,3,87,5.0,2.2816666666666663
2439,ham,2001-01-23,12,2,67,6.0,8.756666666666668
2440,ham,2001-01-23,72,5,414,14.4,8.728281690140847
2441,ham,2001-01-23,455,15,2925,30.333333333333332,16.95878654385263
2442,ham,2001-01-23,24,2,119,12.0,8.028333333333332
2443,ham,2001-01-23,154,6,800,25.666666666666668,13.20251948051948
2444,ham,2001-01-23,44,1,229,44.0,16.52333333333333
2445,ham,2001-01-24,35,4,197,8.75,7.4178571428571445
2446,ham,2001-01-24,338,31,2378,10.903225806451612,7.173332544378699
2447,ham,2001-01-24,181,16,1262,11.3125,7.442209944751383
2448,ham,2001-01-24,41,2,253,20.5,12.839146341463415
2449,ham,2001-01-24,15,3,87,5.0,2.2816666666666663
2450,ham,2001-01-24,111,11,775,10.090909090909092,8.666357786357786
2451,ham,2001-01-24,67,7,568,9.571428571428571,9.71361194029851
2452,ham,2001-01-24,104,11,733,9.454545454545455,9.60620879120879
2453,ham,2001-01-25,71,5,448,14.2,10.112781690140846
2454,ham,2001-01-25,47,5,229,9.4,5.8348936170212795
2455,ham,2001-01-25,62,8,346,7.75,3.8513824884792633
2456,ham,2001-01-25,89,5,460,17.8,7.004705882352944
