message_id,label,date,neg,neu,pos,compound
6071,ham,2000-05-08,0.0,0.881,0.119,0.9413
6072,ham,2000-05-09,0.075,0.677,0.248,0.594
6073,ham,2000-05-09,0.0,0.924,0.076,0.7263
6074,ham,2000-05-09,0.0,0.944,0.056,0.6808
6075,ham,2000-05-09,0.017,0.922,0.061,0.6124
6076,ham,2000-05-10,0.012,0.866,0.122,0.9468
6077,ham,2000-05-11,0.035,0.825,0.14,0.9874
6078,ham,2000-05-11,0.0,0.895,0.105,0.8519
6079,ham,2000-05-11,0.011,0.933,0.057,0.9089
6080,ham,2000-05-11,0.182,0.729,0.089,-0.3182
6081,ham,2000-05-11,0.029,0.733,0.238,0.967
6082,ham,2000-05-11,0.076,0.72,0.205,0.9107
6083,ham,2000-05-11,0.015,0.888,0.097,0.9696
6084,ham,2000-05-11,0.053,0.857,0.089,0.943
6085,ham,2000-05-11,0.0,0.877,0.123,0.6808
6086,ham,2000-05-11,0.0,0.973,0.027,0.5574
6087,ham,2000-05-11,0.0,0.914,0.086,0.4215
6088,ham,2000-05-11,0.0,1.0,0.0,0.0
6089,ham,2000-05-12,0.027,0.895,0.077,0.8726
6090,ham,2000-05-12,0.035,0.833,0.133,0.8348
6091,ham,2000-05-12,0.0,0.872,0.128,0.917
6092,ham,2000-05-12,0.0,0.852,0.148,0.9782
6093,ham,2000-05-12,0.0,0.84,0.16,0.9022
6094,ham,2000-05-12,0.023,0.821,0.156,0.999
6095,ham,2000-05-14,0.0,0.947,0.053,0.7964
6096,ham,2000-05-15,0.0,0.881,0.119,0.9963
6097,ham,2000-05-15,0.0,0.948,0.052,0.743
6098,ham,2000-05-15,0.031,0.896,0.073,0.9784
6099,ham,2000-05-15,0.019,0.805,0.176,0.988
6100,ham,2000-05-15,0.036,0.885,0.078,0.9855
6101,ham,2000-05-15,0.0,0.961,0.039,0.327
6102,ham,2000-05-15,0.008,0.825,0.167,0.9969
6103,ham,2000-05-15,0.0,0.845,0.155,0.9403
6104,ham,2000-05-15,0.0,0.755,0.245,0.6369
6105,ham,2000-05-16,0.0,0.842,0.158,0.7717
6106,ham,2000-05-16,0.034,0.897,0.068,0.9861
6107,ham,2000-05-16,0.0,0.83,0.17,0.9933
6108,ham,2000-05-16,0.0,0.877,0.123,0.5411
6109,ham,2000-05-16,0.0,0.909,0.091,0.4926
6110,ham,2000-05-16,0.097,0.76,0.142,0.719
6111,ham,2000-05-16,0.053,0.846,0.101,0.9809
6112,ham,2000-05-16,0.037,0.893,0.069,0.9837
6113,ham,2000-05-16,0.0,0.766,0.234,0.6369
6114,ham,2000-05-16,0.0,0.888,0.112,0.5994
6115,ham,2000-05-16,0.086,0.82,0.094,0.128
6116,ham,2000-05-17,0.014,0.77,0.217,0.9952
6117,ham,2000-05-17,0.0,0.885,0.115,0.9873
6118,ham,2000-05-17,0.0,0.957,0.043,0.5574
6119,ham,2000-05-17,0.0,0.95,0.05,0.4118
6120,ham,2000-05-17,0.0,0.773,0.227,0.9943
6121,ham,2000-05-17,0.008,0.846,0.145,0.9897
6122,ham,2000-05-18,0.026,0.864,0.11,0.9674
6123,ham,2000-05-18,0.068,0.792,0.14,0.9883
6124,ham,2000-05-19,0.039,0.866,0.095,0.9976
6125,ham,2000-05-19,0.018,0.897,0.085,0.9091
6126,ham,2000-05-19,0.069,0.8,0.132,0.9779
6127,ham,2000-05-19,0.033,0.895,0.072,0.5927
6128,ham,2000-05-19,0.0,0.893,0.107,0.4588
6129,ham,2000-05-19,0.056,0.802,0.142,0.9598
6130,ham,2000-05-19,0.027,0.891,0.082,0.9502
6131,ham,2000-05-20,0.02,0.884,0.096,0.936
6132,ham,2000-05-22,0.0,0.86,0.14,0.9283
6133,ham,2000-05-22,0.038,0.833,0.129,0.9966
6134,ham,2000-05-22,0.022,0.853,0.125,0.9953
6135,ham,2000-05-22,0.0,0.905,0.095,0.802
6136,ham,2000-05-22,0.0,0.927,0.073,0.872
6137,ham,2000-05-22,0.032,0.655,0.313,0.9476
6138,ham,2000-05-22,0.016,0.872,0.112,0.891
6139,ham,2000-05-22,0.0,0.943,0.057,0.4404
6140,ham,2000-05-22,0.039,0.832,0.128,0.9957
6141,ham,2000-05-22,0.045,0.812,0.143,0.9954
6142,ham,2000-05-22,0.022,0.87,0.108,0.987
6143,ham,2000-05-22,0.0,0.832,0.168,0.9167
6144,ham,2000-05-22,0.055,0.821,0.124,0.9198
6145,ham,2000-05-22,0.012,0.846,0.142,0.969
6146,ham,2000-05-22,0.006,0.863,0.131,0.9931
6147,ham,2000-05-23,0.046,0.845,0.109,0.9842
6148,ham,2000-05-23,0.0,0.844,0.156,0.6124
6149,ham,2000-05-23,0.0,0.877,0.123,0.7757
6150,ham,2000-05-23,0.018,0.89,0.091,0.9424
6151,ham,2000-05-23,0.0,0.919,0.081,0.802
6152,ham,2000-05-23,0.082,0.831,0.087,0.6593
6153,ham,2000-05-23,0.0,0.943,0.057,0.9661
6154,ham,2000-05-23,0.0,0.867,0.133,0.9229
6155,ham,2000-05-23,0.0,0.861,0.139,0.9565
6156,ham,2000-05-23,0.0,0.892,0.108,0.9844
6157,ham,2000-05-23,0.022,0.83,0.148,0.8953
6158,ham,2000-05-23,0.14,0.729,0.131,-0.2732
6159,ham,2000-05-23,0.0,0.92,0.08,0.0772
6160,ham,2000-05-24,0.023,0.858,0.119,0.9893
6161,ham,2000-05-24,0.0,0.829,0.171,0.8591
6162,ham,2000-05-24,0.0,0.929,0.071,0.802
6163,ham,2000-05-24,0.0,0.818,0.182,0.9895
6164,ham,2000-05-24,0.0,0.694,0.306,0.8977
6165,ham,2000-05-25,0.021,0.918,0.061,0.8074
6166,ham,2000-05-25,0.026,0.897,0.077,0.8176
6167,ham,2000-05-25,0.0,0.935,0.065,0.5719
6168,ham,2000-05-25,0.009,0.839,0.152,0.9889
6169,ham,2000-05-25,0.021,0.889,0.09,0.7712
6170,ham,2000-05-25,0.054,0.827,0.12,0.8821
6171,ham,2000-05-25,0.026,0.718,0.255,0.959
6172,ham,2000-05-25,0.018,0.893,0.089,0.9424
6173,ham,2000-05-25,0.024,0.873,0.104,0.9542
6174,ham,2000-05-25,0.015,0.836,0.149,0.9978
6175,ham,2000-05-25,0.02,0.866,0.113,0.8743
6176,ham,2000-05-25,0.0,0.847,0.153,0.993
6177,ham,2000-05-25,0.058,0.765,0.177,0.935
6178,ham,2000-05-25,0.063,0.799,0.137,0.9935
6179,ham,2000-05-25,0.0,0.921,0.079,0.7052
6180,ham,2000-05-26,0.032,0.881,0.087,0.9981
6181,ham,2000-05-26,0.042,0.853,0.105,0.9441
6182,ham,2000-05-26,0.0,0.625,0.375,0.2023
6183,ham,2000-05-26,0.03,0.852,0.118,0.9516
6184,ham,2000-05-26,0.018,0.896,0.087,0.9424
6185,ham,2000-05-26,0.099,0.847,0.054,-0.296
6186,ham,2000-05-26,0.0,0.946,0.054,0.9081
6187,ham,2000-05-26,0.0,0.632,0.368,0.946
6188,ham,2000-05-26,0.0,0.879,0.121,0.9417
6189,ham,2000-05-26,0.0,0.862,0.138,0.8555
6190,ham,2000-05-26,0.015,0.888,0.097,0.8481
6191,ham,2000-05-29,0.0,0.862,0.138,0.9864
6192,ham,2000-05-30,0.089,0.911,0.0,-0.3612
6193,ham,2000-05-30,0.009,0.917,0.074,0.9703
6194,ham,2000-05-30,0.0,0.788,0.212,0.9747
6195,ham,2000-05-30,0.022,0.841,0.138,0.976
6196,ham,2000-05-30,0.017,0.898,0.084,0.9424
6197,ham,2000-05-30,0.0,0.896,0.104,0.7269
6198,ham,2000-05-31,0.205,0.683,0.112,-0.2263
6199,ham,2000-05-31,0.017,0.901,0.082,0.9424
6200,ham,2000-05-31,0.011,0.883,0.106,0.9896
6201,ham,2000-05-31,0.0,0.714,0.286,0.969
6202,ham,2000-05-31,0.009,0.896,0.096,0.9371
6203,ham,2000-05-31,0.0,0.973,0.027,0.3182
6204,ham,2000-05-31,0.0,0.706,0.294,0.9806
6205,ham,2000-06-01,0.007,0.979,0.015,0.4055
6206,ham,2000-06-01,0.118,0.789,0.092,0.3313
6207,ham,2000-06-01,0.0,0.938,0.062,0.802
6208,ham,2000-06-01,0.0,0.946,0.054,0.4215
6209,ham,2000-06-01,0.0,0.909,0.091,0.8501
6210,ham,2000-06-01,0.0,0.785,0.215,0.8176
6211,ham,2000-06-01,0.0,0.901,0.099,0.5423
6212,ham,2000-06-01,0.016,0.919,0.064,0.8957
6213,ham,2000-06-01,0.0,0.924,0.076,0.9651
6214,ham,2000-06-01,0.0,0.775,0.225,0.8858
6215,ham,2000-06-02,0.031,0.773,0.195,0.9915
6216,ham,2000-06-02,0.016,0.903,0.08,0.9424
6217,ham,2000-06-02,0.0,0.924,0.076,0.5859
6218,ham,2000-06-03,0.03,0.823,0.147,0.9931
6219,ham,2000-06-04,0.0,0.944,0.056,0.802
6220,ham,2000-06-05,0.0,0.914,0.086,0.4404
6221,ham,2000-06-05,0.0,0.911,0.089,0.91
6222,ham,2000-06-05,0.016,0.905,0.079,0.9424
6223,ham,2000-06-05,0.0,0.769,0.231,0.6597
6224,ham,2000-06-05,0.0,0.905,0.095,0.875
6225,ham,2000-06-05,0.0,0.63,0.37,0.8745
6226,ham,2000-06-05,0.162,0.565,0.273,0.6901
6227,ham,2000-06-05,0.047,0.833,0.12,0.973
6228,ham,2000-06-05,0.003,0.889,0.108,0.9943
6229,ham,2000-06-05,0.041,0.917,0.042,0.0258
6230,ham,2000-06-06,0.0,0.851,0.149,0.9382
6231,ham,2000-06-06,0.0,0.774,0.226,0.9217
6232,ham,2000-06-06,0.0,0.78,0.22,0.9878
6233,ham,2000-06-06,0.131,0.75,0.119,-0.5362
6234,ham,2000-06-06,0.015,0.912,0.073,0.9424
6235,ham,2000-06-07,0.0,1.0,0.0,0.0
6236,ham,2000-06-07,0.051,0.925,0.024,-0.2247
6237,ham,2000-06-07,0.016,0.938,0.046,0.8636
6238,ham,2000-06-07,0.007,0.935,0.057,0.9669
6239,ham,2000-06-08,0.006,0.896,0.099,0.9958
6240,ham,2000-06-08,0.021,0.871,0.109,0.8316
6241,ham,2000-06-09,0.03,0.771,0.199,0.9371
6242,ham,2000-06-09,0.095,0.815,0.089,-0.223
6243,ham,2000-06-09,0.023,0.977,0.0,-0.1232
6244,ham,2000-06-09,0.01,0.879,0.11,0.9467
6245,ham,2000-06-11,0.0,0.905,0.095,0.802
6246,ham,2000-06-11,0.0,0.743,0.257,0.9889
6247,ham,2000-06-12,0.0,0.963,0.037,0.3182
6248,ham,2000-06-12,0.015,0.914,0.072,0.9424
6249,ham,2000-06-12,0.023,0.888,0.089,0.9628
6250,ham,2000-06-12,0.026,0.846,0.128,0.9888
6251,ham,2000-06-12,0.0,0.793,0.207,0.7964
6252,ham,2000-06-12,0.012,0.822,0.166,0.9831
6253,ham,2000-06-12,0.0,0.932,0.068,0.891
6254,ham,2000-06-13,0.024,0.877,0.099,0.9791
6255,ham,2000-06-13,0.0,0.871,0.129,0.8591
6256,ham,2000-06-14,0.02,0.893,0.087,0.9274
6257,ham,2000-06-14,0.0,0.952,0.048,0.7096
6258,ham,2000-06-14,0.0,0.899,0.101,0.6486
6259,ham,2000-06-14,0.01,0.899,0.091,0.8743
6260,ham,2000-06-14,0.022,0.815,0.163,0.9995
6261,ham,2000-06-14,0.0,0.87,0.13,0.802
6262,ham,2000-06-14,0.108,0.793,0.099,-0.1544
6263,ham,2000-06-15,0.019,0.906,0.075,0.9046
6264,ham,2000-06-15,0.013,0.914,0.072,0.9532
6265,ham,2000-06-15,0.017,0.831,0.153,0.9849
6266,ham,2000-06-15,0.025,0.837,0.138,0.9928
6267,ham,2000-06-15,0.043,0.816,0.142,0.9556
6268,ham,2000-06-15,0.032,0.815,0.154,0.9895
6269,ham,2000-06-15,0.026,0.84,0.133,0.9948
6270,ham,2000-06-15,0.023,0.967,0.01,-0.5106
6271,ham,2000-06-16,0.03,0.803,0.167,0.9954
6272,ham,2000-06-16,0.013,0.893,0.094,0.9231
6273,ham,2000-06-16,0.043,0.807,0.15,0.8176
6274,ham,2000-06-16,0.014,0.853,0.133,0.9992
6275,ham,2000-06-16,0.017,0.922,0.062,0.8725
6276,ham,2000-06-16,0.013,0.798,0.189,0.9815
6277,ham,2000-06-17,0.007,0.895,0.098,0.9858
6278,ham,2000-06-18,0.009,0.867,0.124,0.9831
6279,ham,2000-06-19,0.0,0.816,0.184,0.985
6280,ham,2000-06-19,0.01,0.899,0.092,0.9974
6281,ham,2000-06-19,0.054,0.894,0.053,-0.0363
6282,ham,2000-06-19,0.021,0.892,0.087,0.9981
6283,ham,2000-06-19,0.063,0.831,0.107,0.9778
6284,ham,2000-06-19,0.057,0.783,0.16,0.9575
6285,ham,2000-06-19,0.041,0.803,0.155,0.9894
6286,ham,2000-06-19,0.049,0.858,0.093,0.6808
6287,ham,2000-06-19,0.026,0.884,0.09,0.9908
6288,ham,2000-06-19,0.0,0.841,0.159,0.9506
6289,ham,2000-06-19,0.033,0.79,0.177,0.9623
6290,ham,2000-06-19,0.026,0.831,0.143,0.9938
6291,ham,2000-06-19,0.0,1.0,0.0,0.0
6292,ham,2000-06-19,0.0,0.872,0.128,0.9657
6293,ham,2000-06-19,0.029,0.911,0.06,0.7579
6294,ham,2000-06-20,0.0,0.649,0.351,0.7574
6295,ham,2000-06-20,0.0,0.934,0.066,0.7345
6296,ham,2000-06-20,0.019,0.863,0.117,0.9921
6297,ham,2000-06-20,0.022,0.85,0.128,0.9914
6298,ham,2000-06-20,0.055,0.788,0.158,0.9935
6299,ham,2000-06-20,0.015,0.912,0.073,0.9424
6300,ham,2000-06-20,0.0,1.0,0.0,0.0
6301,ham,2000-06-20,0.009,0.904,0.087,0.9559
6302,ham,2000-06-20,0.0,0.925,0.075,0.7964
6303,ham,2000-06-20,0.042,0.942,0.017,-0.4067
6304,ham,2000-06-20,0.017,0.842,0.141,0.9746
6305,ham,2000-06-20,0.023,0.837,0.14,0.9947
6306,ham,2000-06-20,0.0,0.786,0.214,0.872
6307,ham,2000-06-20,0.011,0.917,0.072,0.9731
6308,ham,2000-06-20,0.047,0.935,0.019,-0.7717
6309,ham,2000-06-20,0.0,0.848,0.152,0.9828
6310,ham,2000-06-21,0.045,0.773,0.183,0.9742
6311,ham,2000-06-21,0.055,0.84,0.105,0.9843
6312,ham,2000-06-21,0.0,0.922,0.078,0.9194
6313,ham,2000-06-21,0.005,0.927,0.069,0.9557
6314,ham,2000-06-21,0.015,0.851,0.134,0.9501
6315,ham,2000-06-21,0.028,0.773,0.199,0.9186
6316,ham,2000-06-21,0.0,0.937,0.063,0.743
6317,ham,2000-06-21,0.039,0.866,0.096,0.9753
6318,ham,2000-06-21,0.0,0.889,0.111,0.8718
6319,ham,2000-06-21,0.0,0.891,0.109,0.9601
6320,ham,2000-06-21,0.0,0.908,0.092,0.7269
6321,ham,2000-06-21,0.0,1.0,0.0,0.0
6322,ham,2000-06-22,0.053,0.845,0.102,0.5574
6323,ham,2000-06-22,0.0,0.812,0.188,0.9157
6324,ham,2000-06-22,0.023,0.898,0.079,0.9818
6325,ham,2000-06-22,0.025,0.805,0.171,0.9848
6326,ham,2000-06-22,0.0,0.8,0.2,0.8591
6327,ham,2000-06-22,0.019,0.759,0.222,0.9684
6328,ham,2000-06-22,0.04,0.885,0.075,0.9339
6329,ham,2000-06-22,0.011,0.832,0.157,0.9923
6330,ham,2000-06-23,0.0,0.972,0.028,0.4767
6331,ham,2000-06-23,0.0,0.779,0.221,0.9623
6332,ham,2000-06-23,0.0,0.892,0.108,0.3182
6333,ham,2000-06-23,0.015,0.839,0.146,0.9928
6334,ham,2000-06-23,0.0,0.954,0.046,0.6597
6335,ham,2000-06-23,0.021,0.869,0.11,0.9963
6336,ham,2000-06-23,0.025,0.839,0.136,0.9945
6337,ham,2000-06-23,0.023,0.815,0.161,0.9932
6338,ham,2000-06-23,0.0,0.903,0.097,0.7269
6339,ham,2000-06-25,0.004,0.85,0.145,0.99
6340,ham,2000-06-26,0.028,0.777,0.195,0.9237
6341,ham,2000-06-26,0.003,0.935,0.062,0.9928
6342,ham,2000-06-26,0.021,0.883,0.096,0.9608
6343,ham,2000-06-26,0.042,0.724,0.234,0.9702
6344,ham,2000-06-26,0.0,0.959,0.041,0.5803
6345,ham,2000-06-26,0.033,0.851,0.116,0.8176
6346,ham,2000-06-26,0.104,0.803,0.093,0.0258
6347,ham,2000-06-26,0.0,0.832,0.168,0.9931
6348,ham,2000-06-26,0.015,0.747,0.238,0.9953
6349,ham,2000-06-26,0.0,0.913,0.087,0.7717
6350,ham,2000-06-27,0.0,0.8,0.2,0.9921
6351,ham,2000-06-27,0.048,0.805,0.147,0.9866
6352,ham,2000-06-27,0.021,0.947,0.032,0.2354
6353,ham,2000-06-27,0.01,0.856,0.134,0.9842
6354,ham,2000-06-27,0.0,0.706,0.294,0.8176
6355,ham,2000-06-27,0.0,0.847,0.153,0.5423
6356,ham,2000-06-27,0.03,0.825,0.145,0.955
6357,ham,2000-06-27,0.084,0.811,0.106,0.6977
6358,ham,2000-06-27,0.0,0.944,0.056,0.296
6359,ham,2000-06-27,0.008,0.907,0.085,0.8796
6360,ham,2000-06-27,0.0,0.956,0.044,0.3612
6361,ham,2000-06-27,0.006,0.763,0.23,0.9967
6362,ham,2000-06-27,0.011,0.87,0.119,0.9887
6363,ham,2000-06-27,0.0,1.0,0.0,0.0
6364,ham,2000-06-27,0.0,0.887,0.113,0.8151
6365,ham,2000-06-28,0.041,0.723,0.236,0.9709
6366,ham,2000-06-28,0.023,0.869,0.108,0.975
6367,ham,2000-06-28,0.0,0.833,0.167,0.8748
6368,ham,2000-06-28,0.02,0.861,0.119,0.9914
6369,ham,2000-06-28,0.118,0.826,0.055,-0.9157
6370,ham,2000-06-28,0.0,0.942,0.058,0.5859
6371,ham,2000-06-28,0.0,0.884,0.116,0.4767
6372,ham,2000-06-28,0.017,0.87,0.112,0.891
6373,ham,2000-06-28,0.0,0.867,0.133,0.9626
6374,ham,2000-06-28,0.06,0.888,0.052,-0.0176
6375,ham,2000-06-28,0.0,0.831,0.169,0.9623
6376,ham,2000-06-28,0.0,0.688,0.312,0.9896
6377,ham,2000-06-28,0.033,0.835,0.132,0.9818
6378,ham,2000-06-28,0.036,0.847,0.118,0.997
6379,ham,2000-06-28,0.0,0.873,0.127,0.9678
6380,ham,2000-06-28,0.0,0.956,0.044,0.3182
6381,ham,2000-06-29,0.042,0.786,0.172,0.9936
6382,ham,2000-06-29,0.013,0.854,0.133,0.9963
6383,ham,2000-06-29,0.0,0.842,0.158,0.8885
6384,ham,2000-06-29,0.022,0.9,0.078,0.9054
6385,ham,2000-06-29,0.182,0.693,0.125,-0.6908
6386,ham,2000-06-29,0.025,0.885,0.089,0.9831
6387,ham,2000-06-29,0.014,0.847,0.139,0.9962
6388,ham,2000-06-29,0.014,0.844,0.142,0.9963
6389,ham,2000-06-29,0.006,0.855,0.14,0.997
6390,ham,2000-06-29,0.056,0.88,0.064,0.5544
6391,ham,2000-06-29,0.0,0.838,0.162,0.9571
6392,ham,2000-06-29,0.0,0.814,0.186,0.9876
6393,ham,2000-06-29,0.0,0.873,0.127,0.872
6394,ham,2000-06-29,0.0,0.893,0.107,0.8516
6395,ham,2000-06-29,0.0,0.87,0.13,0.9153
6396,ham,2000-06-29,0.0,0.89,0.11,0.9947
6397,ham,2000-06-29,0.031,0.851,0.119,0.9983
6398,ham,2000-06-29,0.0,0.854,0.146,0.9705
6399,ham,2000-06-29,0.018,0.932,0.05,0.6124
6400,ham,2000-06-29,0.012,0.774,0.213,0.9714
6401,ham,2000-06-29,0.0,0.891,0.109,0.4404
6402,ham,2000-06-29,0.038,0.81,0.152,0.7777
6403,ham,2000-06-29,0.0,0.932,0.068,0.7003
6404,ham,2000-06-29,0.009,0.888,0.103,0.9966
6405,ham,2000-06-30,0.02,0.864,0.116,0.9044
6406,ham,2000-06-30,0.0,0.908,0.092,0.8047
6407,ham,2000-06-30,0.025,0.89,0.085,0.9375
6408,ham,2000-06-30,0.036,0.852,0.112,0.9975
6409,ham,2000-06-30,0.008,0.893,0.1,0.9973
6410,ham,2000-06-30,0.033,0.834,0.132,0.9927
6411,ham,2000-06-30,0.051,0.792,0.157,0.9735
6412,ham,2000-06-30,0.04,0.848,0.112,0.9595
6413,ham,2000-06-30,0.054,0.81,0.137,0.8593
6414,ham,2000-06-30,0.011,0.909,0.08,0.8752
6415,ham,2000-06-30,0.014,0.902,0.084,0.975
6416,ham,2000-06-30,0.016,0.914,0.07,0.9581
6417,ham,2000-06-30,0.0,0.897,0.103,0.9869
6418,ham,2000-06-30,0.0,0.881,0.119,0.9826
6419,ham,2000-06-30,0.017,0.896,0.087,0.8104
6420,ham,2000-06-30,0.029,0.842,0.129,0.9878
6421,ham,2000-07-03,0.022,0.901,0.077,0.6486
6422,ham,2000-07-03,0.0,1.0,0.0,0.0
6423,ham,2000-07-04,0.014,0.878,0.108,0.9768
6424,ham,2000-07-04,0.023,0.874,0.103,0.9253
6425,ham,2000-07-04,0.04,0.801,0.159,0.979
6426,ham,2000-07-04,0.012,0.931,0.057,0.9349
6427,ham,2000-07-05,0.012,0.913,0.076,0.9261
6428,ham,2000-07-05,0.022,0.857,0.121,0.9931
6429,ham,2000-07-05,0.025,0.86,0.114,0.9481
6430,ham,2000-07-05,0.029,0.847,0.124,0.9669
6431,ham,2000-07-05,0.005,0.898,0.097,0.9796
6432,ham,2000-07-05,0.023,0.893,0.084,0.8687
6433,ham,2000-07-05,0.0,0.764,0.236,0.9001
6434,ham,2000-07-05,0.009,0.851,0.141,0.9978
6435,ham,2000-07-05,0.093,0.847,0.059,-0.298
6436,ham,2000-07-05,0.0,0.879,0.121,0.4404
6437,ham,2000-07-06,0.0,0.871,0.129,0.9514
6438,ham,2000-07-06,0.0,0.908,0.092,0.6808
6439,ham,2000-07-06,0.0,0.932,0.068,0.5859
6440,ham,2000-07-06,0.007,0.897,0.096,0.9976
6441,ham,2000-07-06,0.012,0.863,0.124,0.9992
6442,ham,2000-07-06,0.072,0.812,0.116,0.343
6443,ham,2000-07-06,0.0,0.825,0.175,0.994
6444,ham,2000-07-06,0.0,0.897,0.103,0.3182
6445,ham,2000-07-06,0.0,0.867,0.133,0.908
6446,ham,2000-07-06,0.109,0.891,0.0,-0.3421
6447,ham,2000-07-06,0.02,0.91,0.069,0.9112
6448,ham,2000-07-06,0.045,0.804,0.151,0.9936
6449,ham,2000-07-06,0.0,0.971,0.029,0.3612
6450,ham,2000-07-06,0.0,0.801,0.199,0.8977
6451,ham,2000-07-06,0.015,0.843,0.142,0.9569
6452,ham,2000-07-06,0.023,0.853,0.124,0.7644
6453,ham,2000-07-07,0.038,0.835,0.127,0.9785
6454,ham,2000-07-07,0.0,0.958,0.042,0.3182
6455,ham,2000-07-07,0.0,0.888,0.112,0.8176
6456,ham,2000-07-07,0.018,0.873,0.109,0.8955
6457,ham,2000-07-07,0.0,0.679,0.321,0.6369
6458,ham,2000-07-07,0.0,0.858,0.142,0.8977
6459,ham,2000-07-07,0.02,0.907,0.073,0.7964
6460,ham,2000-07-07,0.035,0.907,0.059,0.636
6461,ham,2000-07-07,0.0,0.8,0.2,0.9499
6462,ham,2000-07-07,0.031,0.903,0.066,0.6696
6463,ham,2000-07-07,0.027,0.949,0.025,0.2023
6464,ham,2000-07-08,0.0,0.864,0.136,0.8481
6465,ham,2000-07-09,0.0,0.781,0.219,0.8885
6466,ham,2000-07-09,0.058,0.731,0.212,0.9638
6467,ham,2000-07-09,0.025,0.616,0.359,0.9803
6468,ham,2000-07-10,0.018,0.869,0.113,0.9961
6469,ham,2000-07-10,0.0,0.94,0.06,0.5267
6470,ham,2000-07-10,0.062,0.834,0.104,0.9853
6471,ham,2000-07-10,0.017,0.862,0.121,0.9667
6472,ham,2000-07-10,0.088,0.818,0.094,0.4563
6473,ham,2000-07-10,0.0,0.898,0.102,0.97
6474,ham,2000-07-10,0.03,0.843,0.126,0.9402
6475,ham,2000-07-10,0.004,0.842,0.155,0.9952
6476,ham,2000-07-10,0.022,0.852,0.126,0.9485
6477,ham,2000-07-10,0.0,0.886,0.114,0.9118
6478,ham,2000-07-10,0.026,0.879,0.095,0.943
6479,ham,2000-07-10,0.071,0.815,0.114,0.343
6480,ham,2000-07-10,0.038,0.793,0.169,0.9993
6481,ham,2000-07-10,0.0,0.898,0.102,0.9835
6482,ham,2000-07-10,0.0,0.901,0.099,0.8481
6483,ham,2000-07-10,0.0,0.916,0.084,0.3182
6484,ham,2000-07-10,0.0,0.842,0.158,0.9001
6485,ham,2000-07-10,0.027,0.882,0.09,0.9785
6486,ham,2000-07-11,0.0,1.0,0.0,0.0
6487,ham,2000-07-11,0.0,0.87,0.13,0.9532
6488,ham,2000-07-11,0.029,0.912,0.06,0.6261
6489,ham,2000-07-11,0.032,0.773,0.195,0.998
6490,ham,2000-07-11,0.009,0.798,0.193,0.9945
6491,ham,2000-07-11,0.0,0.864,0.136,0.9168
6492,ham,2000-07-11,0.017,0.955,0.028,0.2263
6493,ham,2000-07-11,0.0,0.886,0.114,0.802
6494,ham,2000-07-11,0.0,0.942,0.058,0.7096
6495,ham,2000-07-11,0.015,0.892,0.093,0.9837
6496,ham,2000-07-11,0.047,0.824,0.128,0.965
6497,ham,2000-07-11,0.0,0.807,0.193,0.9859
6498,ham,2000-07-11,0.012,0.896,0.092,0.9901
6499,ham,2000-07-11,0.0,0.851,0.149,0.8999
6500,ham,2000-07-12,0.01,0.833,0.157,0.9859
6501,ham,2000-07-12,0.009,0.933,0.058,0.9051
6502,ham,2000-07-12,0.067,0.798,0.136,0.9925
6503,ham,2000-07-12,0.0,0.797,0.203,0.8934
6504,ham,2000-07-12,0.068,0.783,0.148,0.5739
6505,ham,2000-07-12,0.0,0.78,0.22,0.9959
6506,ham,2000-07-12,0.032,0.958,0.009,-0.4423
6507,ham,2000-07-12,0.004,0.943,0.053,0.9579
6508,ham,2000-07-12,0.083,0.74,0.177,0.4243
6509,ham,2000-07-12,0.029,0.786,0.185,0.998
6510,ham,2000-07-13,0.013,0.893,0.094,0.8268
6511,ham,2000-07-13,0.03,0.81,0.161,0.994
6512,ham,2000-07-13,0.076,0.796,0.128,0.8918
6513,ham,2000-07-13,0.01,0.882,0.108,0.9918
6514,ham,2000-07-13,0.019,0.873,0.108,0.895
6515,ham,2000-07-13,0.0,0.864,0.136,0.8172
6516,ham,2000-07-13,0.071,0.812,0.117,0.2263
6517,ham,2000-07-13,0.063,0.8,0.137,0.5739
6518,ham,2000-07-13,0.0,0.954,0.046,0.2023
6519,ham,2000-07-14,0.017,0.877,0.106,0.9963
6520,ham,2000-07-14,0.024,0.818,0.158,0.9884
6521,ham,2000-07-14,0.004,0.931,0.065,0.9572
6522,ham,2000-07-14,0.016,0.931,0.053,0.8422
6523,ham,2000-07-14,0.0,0.588,0.412,0.6369
6524,ham,2000-07-14,0.014,0.887,0.099,0.9903
6525,ham,2000-07-14,0.021,0.924,0.055,0.9669
6526,ham,2000-07-14,0.022,0.919,0.059,0.9614
6527,ham,2000-07-14,0.033,0.903,0.065,0.7488
6528,ham,2000-07-14,0.0,0.905,0.095,0.8176
6529,ham,2000-07-14,0.085,0.828,0.087,-0.4019
6530,ham,2000-07-17,0.082,0.897,0.021,-0.7391
6531,ham,2000-07-17,0.0,0.892,0.108,0.9118
6532,ham,2000-07-17,0.028,0.842,0.13,0.9967
6533,ham,2000-07-17,0.0,0.802,0.198,0.9965
6534,ham,2000-07-17,0.033,0.925,0.042,0.296
6535,ham,2000-07-18,0.018,0.831,0.151,0.9452
6536,ham,2000-07-18,0.029,0.88,0.091,0.8375
6537,ham,2000-07-19,0.0,0.869,0.131,0.6808
