email_id,label,neg,neu,pos,compound
email_623,ai_phish,0.035,0.667,0.298,0.9153
email_624,ai_phish,0.0,0.785,0.215,0.8689
email_625,ai_phish,0.0,0.79,0.21,0.8442
email_626,ai_phish,0.0,0.827,0.173,0.802
email_627,ai_phish,0.0,0.73,0.27,0.9131
email_628,ai_phish,0.035,0.64,0.325,0.9349
email_629,ai_phish,0.0,0.789,0.211,0.8689
email_63,ai_phish,0.0,0.769,0.231,0.9709
email_630,ai_phish,0.0,0.839,0.161,0.802
email_631,ai_phish,0.037,0.701,0.262,0.9099
email_632,ai_phish,0.042,0.83,0.128,0.6124
email_633,ai_phish,0.0,0.768,0.232,0.8689
email_634,ai_phish,0.012,0.635,0.353,0.9843
email_635,ai_phish,0.0,0.842,0.158,0.9349
email_636,ai_phish,0.0,0.689,0.311,0.9859
email_637,ai_phish,0.0,0.723,0.277,0.9847
email_638,ai_phish,0.0,0.802,0.198,0.9678
email_639,ai_phish,0.039,0.671,0.29,0.9781
email_64,ai_phish,0.0,0.695,0.305,0.9872
email_640,ai_phish,0.0,0.746,0.254,0.9844
email_641,ai_phish,0.0,0.762,0.238,0.9753
email_642,ai_phish,0.0,0.776,0.224,0.9735
email_643,ai_phish,0.0,0.753,0.247,0.9801
email_644,ai_phish,0.035,0.64,0.325,0.9349
email_645,ai_phish,0.0,0.789,0.211,0.8689
email_646,ai_phish,0.0,0.839,0.161,0.802
email_647,ai_phish,0.037,0.701,0.262,0.9099
email_648,ai_phish,0.042,0.83,0.128,0.6124
email_649,ai_phish,0.0,0.768,0.232,0.8689
email_65,ai_phish,0.017,0.607,0.377,0.9902
email_650,ai_phish,0.035,0.667,0.298,0.9153
email_651,ai_phish,0.0,0.785,0.215,0.8689
email_652,ai_phish,0.0,0.79,0.21,0.8442
email_653,ai_phish,0.0,0.827,0.173,0.802
email_654,ai_phish,0.0,0.73,0.27,0.9131
email_655,ai_phish,0.035,0.64,0.325,0.9349
email_656,ai_phish,0.0,0.789,0.211,0.8689
email_657,ai_phish,0.0,0.839,0.161,0.802
email_658,ai_phish,0.037,0.701,0.262,0.9099
email_659,ai_phish,0.042,0.83,0.128,0.6124
email_66,ai_phish,0.015,0.648,0.337,0.9888
email_660,ai_phish,0.0,0.768,0.232,0.8689
email_661,ai_phish,0.035,0.667,0.298,0.9153
email_662,ai_phish,0.0,0.816,0.184,0.9517
email_663,ai_phish,0.0,0.78,0.22,0.9732
email_664,ai_phish,0.013,0.621,0.365,0.9915
email_665,ai_phish,0.161,0.673,0.166,0.1779
email_666,ai_phish,0.0,0.771,0.229,0.9769
email_667,ai_phish,0.0,0.785,0.215,0.8689
email_668,ai_phish,0.0,0.79,0.21,0.8442
email_669,ai_phish,0.0,0.827,0.173,0.802
email_67,ai_phish,0.0,0.719,0.281,0.9876
email_670,ai_phish,0.0,0.73,0.27,0.9131
email_671,ai_phish,0.035,0.64,0.325,0.9349
email_672,ai_phish,0.0,0.789,0.211,0.8689
email_673,ai_phish,0.0,0.839,0.161,0.802
email_674,ai_phish,0.037,0.701,0.262,0.9099
email_675,ai_phish,0.042,0.83,0.128,0.6124
email_676,ai_phish,0.0,0.768,0.232,0.8689
email_677,ai_phish,0.035,0.667,0.298,0.9153
email_678,ai_phish,0.0,0.785,0.215,0.8689
email_679,ai_phish,0.0,0.729,0.271,0.9817
email_68,ai_phish,0.0,0.754,0.246,0.9742
email_680,ai_phish,0.0,0.628,0.372,0.9928
email_681,ai_phish,0.0,0.705,0.295,0.9884
email_682,ai_phish,0.019,0.807,0.174,0.9578
email_683,ai_phish,0.168,0.711,0.121,-0.7579
email_684,ai_phish,0.0,0.79,0.21,0.8442
email_685,ai_phish,0.0,0.827,0.173,0.802
email_686,ai_phish,0.0,0.73,0.27,0.9131
email_687,ai_phish,0.035,0.64,0.325,0.9349
email_688,ai_phish,0.0,0.789,0.211,0.8689
email_689,ai_phish,0.0,0.839,0.161,0.802
email_69,ai_phish,0.0,0.689,0.311,0.9895
email_690,ai_phish,0.037,0.701,0.262,0.9099
email_691,ai_phish,0.042,0.83,0.128,0.6124
email_692,ai_phish,0.0,0.768,0.232,0.8689
email_693,ai_phish,0.035,0.667,0.298,0.9153
email_694,ai_phish,0.0,0.785,0.215,0.8689
email_695,ai_phish,0.0,0.79,0.21,0.8442
email_696,ai_phish,0.0,0.827,0.173,0.802
email_697,ai_phish,0.0,0.73,0.27,0.9131
email_698,ai_phish,0.035,0.64,0.325,0.9349
email_699,ai_phish,0.0,0.789,0.211,0.8689
email_7,ai_phish,0.092,0.598,0.31,0.9828
email_70,ai_phish,0.0,0.687,0.313,0.9877
email_700,ai_phish,0.0,0.839,0.161,0.802
email_701,ai_phish,0.037,0.701,0.262,0.9099
email_702,ai_phish,0.042,0.83,0.128,0.6124
email_703,ai_phish,0.0,0.768,0.232,0.8689
email_704,ai_phish,0.021,0.649,0.331,0.9884
email_705,ai_phish,0.0,0.864,0.136,0.9196
email_706,ai_phish,0.0,0.667,0.333,0.9914
email_707,ai_phish,0.0,0.736,0.264,0.9834
email_708,ai_phish,0.0,0.793,0.207,0.9694
email_709,ai_phish,0.0,0.786,0.214,0.8667
email_71,ai_phish,0.0,0.684,0.316,0.9847
email_710,ai_phish,0.0,0.566,0.434,0.9703
email_711,ai_phish,0.0,0.654,0.346,0.9476
email_712,ai_phish,0.0,0.631,0.369,0.9577
email_713,ai_phish,0.0,0.705,0.295,0.908
email_714,ai_phish,0.0,0.779,0.221,0.8478
email_715,ai_phish,0.0,0.675,0.325,0.9462
email_716,ai_phish,0.0,0.66,0.34,0.948
email_717,ai_phish,0.0,0.802,0.198,0.8553
email_718,ai_phish,0.0,0.785,0.215,0.8655
email_719,ai_phish,0.0,0.769,0.231,0.8777
email_72,ai_phish,0.0,0.648,0.352,0.9917
email_720,ai_phish,0.0,0.749,0.251,0.8858
email_721,ai_phish,0.0,0.577,0.423,0.9638
email_722,ai_phish,0.0,0.786,0.214,0.8667
email_723,ai_phish,0.0,0.566,0.434,0.9703
email_724,ai_phish,0.0,0.654,0.346,0.9476
email_725,ai_phish,0.0,0.631,0.369,0.9577
email_726,ai_phish,0.0,0.705,0.295,0.908
email_727,ai_phish,0.0,0.779,0.221,0.8478
email_728,ai_phish,0.0,0.675,0.325,0.9462
email_729,ai_phish,0.0,0.66,0.34,0.948
email_73,ai_phish,0.0,0.771,0.229,0.9709
email_730,ai_phish,0.0,0.802,0.198,0.8553
email_731,ai_phish,0.0,0.785,0.215,0.8655
email_732,ai_phish,0.0,0.769,0.231,0.8777
email_733,ai_phish,0.0,0.749,0.251,0.8858
email_734,ai_phish,0.0,0.577,0.423,0.9638
email_735,ai_phish,0.0,0.699,0.301,0.9725
email_736,ai_phish,0.0,0.666,0.334,0.981
email_737,ai_phish,0.04,0.628,0.332,0.9647
email_738,ai_phish,0.028,0.747,0.225,0.9389
email_739,ai_phish,0.0,0.691,0.309,0.9771
email_74,ai_phish,0.0,0.68,0.32,0.9912
email_740,ai_phish,0.0,0.573,0.427,0.9644
email_741,ai_phish,0.039,0.548,0.413,0.9595
email_742,ai_phish,0.027,0.564,0.408,0.9652
email_743,ai_phish,0.0,0.607,0.393,0.9606
email_744,ai_phish,0.0,0.684,0.316,0.944
email_745,ai_phish,0.0,0.64,0.36,0.9656
email_746,ai_phish,0.0,0.842,0.158,0.7568
email_747,ai_phish,0.0,0.712,0.288,0.9431
email_748,ai_phish,0.047,0.61,0.343,0.9476
email_749,ai_phish,0.0,0.709,0.291,0.915
email_75,ai_phish,0.016,0.587,0.397,0.9917
email_750,ai_phish,0.0,0.661,0.339,0.9637
email_751,ai_phish,0.0,0.641,0.359,0.9595
email_752,ai_phish,0.0,0.573,0.427,0.9644
email_753,ai_phish,0.039,0.548,0.413,0.9595
email_754,ai_phish,0.027,0.564,0.408,0.9652
email_755,ai_phish,0.0,0.607,0.393,0.9606
email_756,ai_phish,0.0,0.684,0.316,0.944
email_757,ai_phish,0.0,0.64,0.36,0.9656
email_758,ai_phish,0.0,0.842,0.158,0.7568
email_759,ai_phish,0.0,0.712,0.288,0.9431
email_76,ai_phish,0.03,0.747,0.223,0.9277
email_760,ai_phish,0.047,0.61,0.343,0.9476
email_761,ai_phish,0.0,0.709,0.291,0.915
email_762,ai_phish,0.0,0.661,0.339,0.9637
email_763,ai_phish,0.0,0.641,0.359,0.9595
email_764,ai_phish,0.059,0.686,0.255,0.9338
email_765,ai_phish,0.0,0.718,0.282,0.9743
email_766,ai_phish,0.0,0.761,0.239,0.9507
email_767,ai_phish,0.0,0.759,0.241,0.9605
email_768,ai_phish,0.023,0.852,0.125,0.8346
email_769,ai_phish,0.0,0.708,0.292,0.9743
email_77,ai_phish,0.066,0.696,0.238,0.9471
email_770,ai_phish,0.0,0.847,0.153,0.8852
email_771,ai_phish,0.0,0.765,0.235,0.9587
email_772,ai_phish,0.0,0.791,0.209,0.9309
email_773,ai_phish,0.0,0.84,0.16,0.8949
email_774,ai_phish,0.0,0.634,0.366,0.9847
email_775,ai_phish,0.0,0.741,0.259,0.9576
email_776,ai_phish,0.0,0.652,0.348,0.9844
email_777,ai_phish,0.0,0.862,0.138,0.8852
email_778,ai_phish,0.0,0.679,0.321,0.9813
email_779,ai_phish,0.0,0.648,0.352,0.9371
email_78,ai_phish,0.0,0.736,0.264,0.9779
email_780,ai_phish,0.041,0.611,0.348,0.9391
email_781,ai_phish,0.0,0.721,0.279,0.9028
email_782,ai_phish,0.0,0.805,0.195,0.865
email_783,ai_phish,0.0,0.674,0.326,0.9258
email_784,ai_phish,0.0,0.742,0.258,0.9228
email_785,ai_phish,0.0,0.79,0.21,0.855
email_786,ai_phish,0.0,0.72,0.28,0.9244
email_787,ai_phish,0.0,0.555,0.445,0.9763
email_788,ai_phish,0.0,0.646,0.354,0.9335
email_789,ai_phish,0.0,0.583,0.417,0.9763
email_79,ai_phish,0.023,0.808,0.169,0.9136
email_790,ai_phish,0.0,0.806,0.194,0.8436
email_791,ai_phish,0.0,0.648,0.352,0.9371
email_792,ai_phish,0.041,0.611,0.348,0.9391
email_793,ai_phish,0.0,0.721,0.279,0.9028
email_794,ai_phish,0.0,0.805,0.195,0.865
email_795,ai_phish,0.0,0.674,0.326,0.9258
email_796,ai_phish,0.0,0.742,0.258,0.9228
email_797,ai_phish,0.0,0.79,0.21,0.855
email_798,ai_phish,0.0,0.72,0.28,0.9244
email_799,ai_phish,0.0,0.555,0.445,0.9763
email_8,ai_phish,0.025,0.712,0.263,0.9884
email_80,ai_phish,0.059,0.603,0.337,0.9784
email_800,ai_phish,0.0,0.646,0.354,0.9335
email_801,ai_phish,0.0,0.583,0.417,0.9763
email_802,ai_phish,0.0,0.806,0.194,0.8436
email_803,ai_phish,0.0,0.648,0.352,0.9371
email_804,ai_phish,0.041,0.611,0.348,0.9391
email_805,ai_phish,0.0,0.721,0.279,0.9028
email_806,ai_phish,0.0,0.805,0.195,0.865
email_807,ai_phish,0.0,0.674,0.326,0.9258
email_808,ai_phish,0.0,0.742,0.258,0.9228
email_809,ai_phish,0.0,0.721,0.279,0.9731
email_81,ai_phish,0.033,0.776,0.191,0.9173
email_810,ai_phish,0.025,0.783,0.192,0.9368
email_811,ai_phish,0.0,0.584,0.416,0.9897
email_812,ai_phish,0.061,0.797,0.142,0.7556
email_813,ai_phish,0.0,0.825,0.175,0.9212
email_814,ai_phish,0.0,0.793,0.207,0.9345
email_815,ai_phish,0.0,0.552,0.448,0.9917
email_816,ai_phish,0.0,0.79,0.21,0.855
email_817,ai_phish,0.0,0.72,0.28,0.9244
email_818,ai_phish,0.0,0.555,0.445,0.9763
email_819,ai_phish,0.0,0.646,0.354,0.9335
email_82,ai_phish,0.07,0.717,0.213,0.9276
email_820,ai_phish,0.0,0.583,0.417,0.9763
email_821,ai_phish,0.0,0.806,0.194,0.8436
email_822,ai_phish,0.0,0.648,0.352,0.9371
email_823,ai_phish,0.041,0.611,0.348,0.9391
email_824,ai_phish,0.0,0.721,0.279,0.9028
email_825,ai_phish,0.0,0.805,0.195,0.865
email_826,ai_phish,0.0,0.674,0.326,0.9258
email_827,ai_phish,0.0,0.742,0.258,0.9228
email_828,ai_phish,0.0,0.79,0.21,0.855
email_829,ai_phish,0.0,0.72,0.28,0.9244
email_83,ai_phish,0.0,0.755,0.245,0.9653
email_830,ai_phish,0.0,0.555,0.445,0.9763
email_831,ai_phish,0.0,0.646,0.354,0.9335
email_832,ai_phish,0.0,0.583,0.417,0.9763
email_833,ai_phish,0.0,0.806,0.194,0.8436
email_834,ai_phish,0.0,0.648,0.352,0.9371
email_835,ai_phish,0.041,0.611,0.348,0.9391
email_836,ai_phish,0.0,0.836,0.164,0.9333
email_837,ai_phish,0.028,0.74,0.232,0.9681
email_838,ai_phish,0.0,0.612,0.388,0.9875
email_839,ai_phish,0.0,0.67,0.33,0.9834
email_84,ai_phish,0.024,0.815,0.161,0.8957
email_840,ai_phish,0.0,0.805,0.195,0.9491
email_841,ai_phish,0.0,0.881,0.119,0.8346
email_842,ai_phish,0.0,0.786,0.214,0.9611
email_843,ai_phish,0.016,0.622,0.362,0.9835
email_844,ai_phish,0.0,0.721,0.279,0.9028
email_845,ai_phish,0.0,0.805,0.195,0.865
email_846,ai_phish,0.0,0.674,0.326,0.9258
email_847,ai_phish,0.0,0.742,0.258,0.9228
email_848,ai_phish,0.0,0.79,0.21,0.855
email_849,ai_phish,0.0,0.72,0.28,0.9244
email_85,ai_phish,0.05,0.669,0.28,0.9658
email_850,ai_phish,0.0,0.555,0.445,0.9763
email_851,ai_phish,0.0,0.646,0.354,0.9335
email_852,ai_phish,0.0,0.583,0.417,0.9763
email_853,ai_phish,0.0,0.806,0.194,0.8436
email_854,ai_phish,0.0,0.648,0.352,0.9371
email_855,ai_phish,0.041,0.611,0.348,0.9391
email_856,ai_phish,0.0,0.721,0.279,0.9028
email_857,ai_phish,0.0,0.805,0.195,0.865
email_858,ai_phish,0.0,0.674,0.326,0.9258
email_859,ai_phish,0.0,0.742,0.258,0.9228
email_86,ai_phish,0.073,0.649,0.278,0.9619
email_860,ai_phish,0.0,0.79,0.21,0.855
email_861,ai_phish,0.0,0.72,0.28,0.9244
email_862,ai_phish,0.0,0.555,0.445,0.9763
email_863,ai_phish,0.0,0.646,0.354,0.9335
email_864,ai_phish,0.035,0.8,0.165,0.8544
email_865,ai_phish,0.024,0.783,0.193,0.9349
email_866,ai_phish,0.0,0.815,0.185,0.9217
email_867,ai_phish,0.03,0.709,0.262,0.9661
email_868,ai_phish,0.0,0.612,0.388,0.9938
email_869,ai_phish,0.0,0.695,0.305,0.9855
email_87,ai_phish,0.056,0.69,0.254,0.9592
email_870,ai_phish,0.0,0.812,0.188,0.8715
email_871,ai_phish,0.0,0.673,0.327,0.9577
email_872,ai_phish,0.0,0.658,0.342,0.9674
email_873,ai_phish,0.037,0.591,0.371,0.957
email_874,ai_phish,0.0,0.649,0.351,0.9611
email_875,ai_phish,0.0,0.768,0.232,0.9018
email_876,ai_phish,0.0,0.751,0.249,0.9229
email_877,ai_phish,0.0,0.757,0.243,0.9149
email_878,ai_phish,0.092,0.657,0.25,0.7835
email_879,ai_phish,0.0,0.673,0.327,0.9678
email_88,ai_phish,0.023,0.737,0.241,0.9584
email_880,ai_phish,0.0,0.714,0.286,0.9515
email_881,ai_phish,0.0,0.733,0.267,0.9229
email_882,ai_phish,0.0,0.872,0.128,0.8168
email_883,ai_phish,0.0,0.834,0.166,0.8011
email_884,ai_phish,0.0,0.701,0.299,0.95
email_885,ai_phish,0.034,0.62,0.346,0.9589
email_886,ai_phish,0.0,0.7,0.3,0.9537
email_887,ai_phish,0.0,0.557,0.443,0.9792
email_888,ai_phish,0.0,0.714,0.286,0.9449
email_889,ai_phish,0.077,0.768,0.155,0.6458
email_89,ai_phish,0.024,0.781,0.195,0.926
email_890,ai_phish,0.0,0.942,0.058,0.4184
email_891,ai_phish,0.0,0.819,0.181,0.8774
email_892,ai_phish,0.0,0.698,0.302,0.9551
email_893,ai_phish,0.0,0.847,0.153,0.8353
email_894,ai_phish,0.0,0.883,0.117,0.7568
email_895,ai_phish,0.0,0.822,0.178,0.8475
email_896,ai_phish,0.0,0.455,0.545,0.9885
email_897,ai_phish,0.032,0.677,0.291,0.9323
email_898,ai_phish,0.0,0.6,0.4,0.9768
email_899,ai_phish,0.0,0.725,0.275,0.944
email_9,ai_phish,0.077,0.705,0.218,0.9609
email_90,ai_phish,0.061,0.672,0.268,0.9493
email_900,ai_phish,0.0,0.709,0.291,0.9967
email_901,ai_phish,0.0,0.714,0.286,0.9971
email_902,ai_phish,0.009,0.683,0.308,0.9978
email_903,ai_phish,0.0,0.655,0.345,0.9865
email_904,ai_phish,0.027,0.766,0.207,0.9309
email_905,ai_phish,0.0,0.521,0.479,0.9848
email_906,ai_phish,0.0,0.639,0.361,0.9694
email_907,ai_phish,0.0,0.562,0.438,0.9821
email_908,ai_phish,0.029,0.536,0.434,0.9802
email_909,ai_phish,0.0,0.583,0.417,0.9773
email_91,ai_phish,0.034,0.723,0.243,0.9531
email_910,ai_phish,0.0,0.677,0.323,0.9583
email_911,ai_phish,0.0,0.611,0.389,0.9701
email_912,ai_phish,0.0,0.717,0.283,0.9582
email_913,ai_phish,0.0,0.899,0.101,0.7256
email_914,ai_phish,0.0,0.556,0.444,0.9892
email_915,ai_phish,0.0,0.65,0.35,0.969
email_916,ai_phish,0.0,0.693,0.307,0.9669
email_917,ai_phish,0.0,0.717,0.283,0.953
email_918,ai_phish,0.032,0.687,0.281,0.9476
email_919,ai_phish,0.0,0.737,0.263,0.953
email_92,ai_phish,0.0,0.76,0.24,0.9571
email_920,ai_phish,0.031,0.786,0.183,0.8619
email_921,ai_phish,0.0,0.669,0.331,0.9537
email_922,ai_phish,0.0,0.596,0.404,0.9856
email_923,ai_phish,0.0,0.684,0.316,0.9682
email_924,ai_phish,0.0,0.658,0.342,0.9749
email_925,ai_phish,0.029,0.834,0.137,0.8217
email_926,ai_phish,0.013,0.481,0.505,0.9923
email_927,ai_phish,0.0,0.609,0.391,0.9878
email_928,ai_phish,0.0,0.73,0.27,0.9665
email_93,ai_phish,0.023,0.706,0.271,0.9661
email_94,ai_phish,0.026,0.811,0.163,0.8934
email_95,ai_phish,0.082,0.622,0.296,0.959
email_96,ai_phish,0.048,0.659,0.293,0.9702
email_97,ai_phish,0.0,0.723,0.277,0.9661
email_98,ai_phish,0.022,0.693,0.285,0.9726
email_99,ai_phish,0.048,0.802,0.151,0.8591
